test,lang,id,iter,secs-startup,secs,kb,lines,date
fasta,gforth, ,100000,0.878,0.89,812,47, 09/30/2004
fasta,gforth, ,200000,1.738,1.75,812,47, 09/30/2004
fasta,gforth, ,50000,0.438,0.45,1072,47, 09/30/2004
fasta,gnat, ,100000,0.185,0.19,1044,118, 09/30/2004
fasta,gnat, ,200000,0.365,0.37,1044,118, 09/30/2004
fasta,gnat, ,50000,0.095,0.10,1044,118, 09/30/2004
fasta,gwydion, ,100000,3.536,3.55,2440,111, 09/30/2004
fasta,gwydion, ,200000,7.096,7.11,2440,111, 09/30/2004
fasta,gwydion, ,50000,1.766,1.78,2440,111, 09/30/2004
fasta,icc, ,100000,0.099,0.10,184,102, 09/30/2004
fasta,icc, ,200000,0.189,0.19,184,102, 09/30/2004
fasta,icc, ,50000,0.049,0.05,4088,102, 09/30/2004
fasta,ifc, ,100000,0.232,0.24,1496,148, 09/30/2004
fasta,ifc, ,200000,0.452,0.46,1496,148, 09/30/2004
fasta,ifc, ,50000,0.112,0.12,1496,148, 09/30/2004
fasta,lua, ,100000,5.186,5.19,868,82, 09/30/2004
fasta,lua, ,200000,10.386,10.39,4096,82, 09/30/2004
fasta,lua, ,50000,2.606,2.61,868,82, 09/30/2004
fasta,mlton, ,100000,0.108,0.11,676,60, 09/30/2004
fasta,mlton, ,200000,0.208,0.21,728,60, 09/30/2004
fasta,mlton, ,50000,0.058,0.06,620,60, 09/30/2004
fasta,newlisp, ,100000,-2.005,-2,-2,75, 09/30/2004
fasta,newlisp, ,200000,-2.005,-2,-2,75, 09/30/2004
fasta,newlisp, ,50000,-2.005,-2,-2,75, 09/30/2004
fasta,oberon2, ,100000,0.171,0.18,4112,115, 09/30/2004
fasta,oberon2, ,200000,0.331,0.34,4112,115, 09/30/2004
fasta,oberon2, ,50000,0.081,0.09,1164,115, 09/30/2004
fasta,ocaml, ,100000,0.138,0.14,628,66, 09/30/2004
fasta,ocaml, ,200000,0.288,0.29,628,66, 09/30/2004
fasta,ocaml, ,50000,0.078,0.08,628,66, 09/30/2004
fasta,ocamlb, ,100000,1.355,1.36,832,66, 09/30/2004
fasta,ocamlb, ,200000,2.735,2.74,836,66, 09/30/2004
fasta,ocamlb, ,50000,0.685,0.69,832,66, 09/30/2004
fasta,perl, ,100000,8.755,8.76,1708,80, 09/30/2004
fasta,perl, ,200000,17.535,17.54,1708,80, 09/30/2004
fasta,perl, ,50000,4.395,4.40,1708,80, 09/30/2004
fasta,psyco, ,100000,-2.06,-2,-2,78, 09/30/2004
fasta,psyco, ,200000,-2.06,-2,-2,78, 09/30/2004
fasta,psyco, ,50000,-2.06,-2,-2,78, 09/30/2004
fasta,python, ,100000,3.733,3.76,2492,76, 09/30/2004
fasta,python, ,200000,7.693,7.72,2812,76, 09/30/2004
fasta,python, ,50000,1.873,1.90,2464,76, 09/30/2004
fasta,python,2,100000,4.553,4.58,2140,87, 09/30/2004
fasta,python,2,200000,8.893,8.92,2140,87, 09/30/2004
fasta,python,2,50000,2.233,2.26,2140,87, 09/30/2004
fasta,se, ,100000,0.138,0.14,432,143, 09/30/2004
fasta,se, ,200000,0.278,0.28,432,143, 09/30/2004
fasta,se, ,50000,0.068,0.07,432,143, 09/30/2004
fasta,smlnj, ,100000,0.184,0.24,3508,59, 09/30/2004
fasta,smlnj, ,200000,0.364,0.42,2600,59, 09/30/2004
fasta,smlnj, ,50000,0.094,0.15,2196,59, 09/30/2004
fasta,tcl, ,100000,7.821,7.83,1568,52, 09/30/2004
fasta,tcl, ,200000,15.661,15.67,1764,52, 09/30/2004
fasta,tcl, ,50000,3.901,3.91,1492,52, 09/30/2004
fibo,bash, ,12,0.456,0.46,12884,8, 09/30/2004
fibo,bash, ,24,-1.004,-1,-1,8, 09/30/2004
fibo,bash, ,32,-1.004,-1,-1,8, 09/30/2004
fibo,bigloo, ,12,0.006,0.01,21416,10, 09/30/2004
fibo,bigloo, ,24,0.006,0.01,21420,10, 09/30/2004
fibo,bigloo, ,32,0.076,0.08,23516,10, 09/30/2004
fibo,chicken, ,12,0.003,0.01,0,11, 09/30/2004
fibo,chicken, ,24,0.003,0.01,0,11, 09/30/2004
fibo,chicken, ,32,0.083,0.09,1024,11, 09/30/2004
fibo,ciao, ,12,-2,-2,-2,13, 09/30/2004
fibo,ciao, ,24,-2,-2,-2,13, 09/30/2004
fibo,ciao, ,32,-2,-2,-2,13, 09/30/2004
fibo,clean, ,12,0.007,0.01,22516,6, 09/30/2004
fibo,clean, ,24,0.007,0.01,21416,6, 09/30/2004
fibo,clean, ,32,0.057,0.06,21864,6, 09/30/2004
fibo,cmucl, ,12,0.002,0.03,22072,10, 09/30/2004
fibo,cmucl, ,24,0.012,0.04,23900,10, 09/30/2004
fibo,cmucl, ,32,0.172,0.20,21412,10, 09/30/2004
fibo,cmucl,2,12,0.032,0.06,23896,10, 09/30/2004
fibo,cmucl,2,24,0.032,0.06,21068,10, 09/30/2004
fibo,cmucl,2,32,0.192,0.22,25996,10, 09/30/2004
fibo,csharp, ,12,0.025,0.12,27048,9, 09/30/2004
fibo,csharp, ,24,0.025,0.12,31580,9, 09/30/2004
fibo,csharp, ,32,0.125,0.22,28056,9, 09/30/2004
fibo,dlang, ,12,0,0.00,20172,9, 09/30/2004
fibo,dlang, ,24,0.01,0.01,20180,9, 09/30/2004
fibo,dlang, ,32,0.08,0.08,24388,9, 09/30/2004
fibo,elastic, ,12,-2.007,-2,-2,0, 09/30/2004
fibo,elastic, ,24,-2.007,-2,-2,0, 09/30/2004
fibo,elastic, ,32,-2.007,-2,-2,0, 09/30/2004
fibo,erlang, ,12,0,0.22,3968,9, 09/30/2004
fibo,erlang, ,24,0.01,0.23,3928,9, 09/30/2004
fibo,erlang, ,32,0.56,0.78,5060,9, 09/30/2004
fibo,felix, ,12,0.006,0.01,0,7, 09/30/2004
fibo,felix, ,24,0.006,0.01,0,7, 09/30/2004
fibo,felix, ,32,0.116,0.12,812,7, 09/30/2004
fibo,fpascal, ,12,-0.001,0.00,0,19, 09/30/2004
fibo,fpascal, ,24,-0.001,0.00,0,19, 09/30/2004
fibo,fpascal, ,32,0.099,0.10,208,19, 09/30/2004
fibo,g95, ,12,0,0.00,0,18, 09/30/2004
fibo,g95, ,24,0,0.00,0,18, 09/30/2004
fibo,g95, ,32,0.08,0.08,436,18, 09/30/2004
fibo,gawk, ,12,-0.002,0.00,4096,7, 09/30/2004
fibo,gawk, ,24,0.188,0.19,644,7, 09/30/2004
fibo,gawk, ,32,8.898,8.90,656,7, 09/30/2004
fibo,gcc, ,12,-0.002,0.00,100,10, 09/30/2004
fibo,gcc, ,24,-0.002,0.00,0,10, 09/30/2004
fibo,gcc, ,32,0.068,0.07,260,10, 09/30/2004
fibo,gcj, ,12,0.00900000000000001,0.17,10184,7, 09/30/2004
fibo,gcj, ,24,0.019,0.18,10328,7, 09/30/2004
fibo,gcj, ,32,0.339,0.50,10328,7, 09/30/2004
fibo,gcl, ,12,0.003,0.03,2788,10, 09/30/2004
fibo,gcl, ,24,0.013,0.04,2788,10, 09/30/2004
fibo,gcl, ,32,0.223,0.25,2340,10, 09/30/2004
fibo,gforth, ,12,0.008,0.02,4104,5, 09/30/2004
fibo,gforth, ,24,0.018,0.03,484,5, 09/30/2004
fibo,gforth, ,32,0.368,0.38,1096,5, 09/30/2004
fibo,ghc, ,12,0.007,0.01,0,6, 09/30/2004
fibo,ghc, ,24,0.007,0.01,0,6, 09/30/2004
fibo,ghc, ,32,0.127,0.13,668,6, 09/30/2004
fibo,gij, ,12,0.001,0.16,9980,7, 09/30/2004
fibo,gij, ,24,0.091,0.25,10340,7, 09/30/2004
fibo,gij, ,32,4.291,4.45,10348,7, 09/30/2004
fibo,gnat, ,12,0.005,0.01,0,23, 09/30/2004
fibo,gnat, ,24,0.005,0.01,0,23, 09/30/2004
fibo,gnat, ,32,0.075,0.08,1028,23, 09/30/2004
fibo,gpp, ,12,0.006,0.01,0,12, 09/30/2004
fibo,gpp, ,24,0.006,0.01,0,12, 09/30/2004
fibo,gpp, ,32,0.076,0.08,724,12, 09/30/2004
fibo,gprolog, ,12,-2.009,-2,-2,11, 09/30/2004
fibo,gprolog, ,24,-2.009,-2,-2,11, 09/30/2004
fibo,gprolog, ,32,-2.009,-2,-2,11, 09/30/2004
fibo,gst, ,12,-2.085,-2,-2,6, 09/30/2004
fibo,gst, ,24,-2.085,-2,-2,6, 09/30/2004
fibo,gst, ,32,-2.085,-2,-2,6, 09/30/2004
fibo,guile, ,12,-0.01,0.04,1736,7, 09/30/2004
fibo,guile, ,24,0.17,0.22,1988,7, 09/30/2004
fibo,guile, ,32,7.76,7.81,1988,7, 09/30/2004
fibo,gwydion, ,12,-0.004,0.01,1944,12, 09/30/2004
fibo,gwydion, ,24,0.006,0.02,1872,12, 09/30/2004
fibo,gwydion, ,32,0.086,0.10,1808,12, 09/30/2004
fibo,hipe, ,12,-0.001,0.22,3984,9, 09/30/2004
fibo,hipe, ,24,-0.001,0.22,3916,9, 09/30/2004
fibo,hipe, ,32,0.159,0.38,3916,9, 09/30/2004
fibo,hugs, ,12,0.228,0.49,10112,6, 09/30/2004
fibo,hugs, ,24,2.208,2.47,10168,6, 09/30/2004
fibo,hugs, ,32,94.538,94.80,10168,6, 09/30/2004
fibo,icc, ,12,-0.001,0.00,4188,10, 09/30/2004
fibo,icc, ,24,-0.001,0.00,0,10, 09/30/2004
fibo,icc, ,32,0.079,0.08,116,10, 09/30/2004
fibo,icon, ,12,0.009,0.02,4504,8, 09/30/2004
fibo,icon, ,24,0.159,0.17,4504,8, 09/30/2004
fibo,icon, ,32,6.769,6.78,4500,8, 09/30/2004
fibo,icpp, ,12,-0.001,0.00,0,12, 09/30/2004
fibo,icpp, ,24,-0.001,0.00,0,12, 09/30/2004
fibo,icpp, ,32,0.079,0.08,236,12, 09/30/2004
fibo,ifc, ,12,0.002,0.01,0,37, 09/30/2004
fibo,ifc, ,24,0.002,0.01,1512,37, 09/30/2004
fibo,ifc, ,32,0.092,0.10,1428,37, 09/30/2004
fibo,java, ,12,0.034,0.20,8324,7, 09/30/2004
fibo,java, ,24,0.054,0.22,8100,7, 09/30/2004
fibo,java, ,32,0.114,0.28,8696,7, 09/30/2004
fibo,kaffe, ,12,0.122,0.30,5192,7, 09/30/2004
fibo,kaffe, ,24,0.132,0.31,5324,7, 09/30/2004
fibo,kaffe, ,32,0.272,0.45,5356,7, 09/30/2004
fibo,lua, ,12,0.006,0.01,1096,6, 09/30/2004
fibo,lua, ,24,0.076,0.08,1096,6, 09/30/2004
fibo,lua, ,32,3.106,3.11,928,6, 09/30/2004
fibo,mawk, ,12,-0.002,0.00,12,7, 09/30/2004
fibo,mawk, ,24,0.058,0.06,464,7, 09/30/2004
fibo,mawk, ,32,2.848,2.85,464,7, 09/30/2004
fibo,mercury, ,12,0.001,0.02,3876,30, 09/30/2004
fibo,mercury, ,24,0.001,0.02,3796,30, 09/30/2004
fibo,mercury, ,32,0.091,0.11,3852,30, 09/30/2004
fibo,mlton, ,12,-0.002,0.00,0,13, 09/30/2004
fibo,mlton, ,24,0.008,0.01,0,13, 09/30/2004
fibo,mlton, ,32,0.118,0.12,556,13, 09/30/2004
fibo,mzc, ,12,0.001,0.09,2184,0, 09/30/2004
fibo,mzc, ,24,0.101,0.19,3532,0, 09/30/2004
fibo,mzc, ,32,4.301,4.39,3532,0, 09/30/2004
fibo,mzscheme, ,12,0.01,0.10,2740,0, 09/30/2004
fibo,mzscheme, ,24,0.15,0.24,3564,0, 09/30/2004
fibo,mzscheme, ,32,6.89,6.98,3564,0, 09/30/2004
fibo,newlisp, ,12,0.005,0.01,1096,6, 09/30/2004
fibo,newlisp, ,24,0.125,0.13,696,6, 09/30/2004
fibo,newlisp, ,32,5.455,5.46,696,6, 09/30/2004
fibo,nhc98, ,12,-2.002,-2,-2,6, 09/30/2004
fibo,nhc98, ,24,-2.002,-2,-2,6, 09/30/2004
fibo,nhc98, ,32,-2.002,-2,-2,6, 09/30/2004
fibo,nice, ,12,-0.00499999999999995,0.28,9036,7, 09/30/2004
fibo,nice, ,24,0.105,0.39,10912,7, 09/30/2004
fibo,nice, ,32,0.155,0.44,10636,7, 09/30/2004
fibo,oberon2, ,12,0.001,0.01,0,13, 09/30/2004
fibo,oberon2, ,24,0.001,0.01,1164,13, 09/30/2004
fibo,oberon2, ,32,0.081,0.09,1164,13, 09/30/2004
fibo,objc, ,12,-0.002,0.00,0,8, 09/30/2004
fibo,objc, ,24,-0.002,0.00,0,8, 09/30/2004
fibo,objc, ,32,0.068,0.07,412,8, 09/30/2004
fibo,ocaml, ,12,-0.002,0.00,0,4, 09/30/2004
fibo,ocaml, ,24,-0.002,0.00,0,4, 09/30/2004
fibo,ocaml, ,32,0.058,0.06,500,4, 09/30/2004
fibo,ocamlb, ,12,0.005,0.01,0,4, 09/30/2004
fibo,ocamlb, ,24,0.025,0.03,708,4, 09/30/2004
fibo,ocamlb, ,32,0.955,0.96,708,4, 09/30/2004
fibo,oz, ,12,0.007,0.06,2268,12, 09/30/2004
fibo,oz, ,24,0.047,0.10,2392,12, 09/30/2004
fibo,oz, ,32,1.587,1.64,4388,12, 09/30/2004
fibo,perl, ,12,0.005,0.01,0,7, 09/30/2004
fibo,perl, ,24,0.215,0.22,1344,7, 09/30/2004
fibo,perl, ,32,9.905,9.91,1344,7, 09/30/2004
fibo,perl,2,12,0.025,0.03,1572,9, 09/30/2004
fibo,perl,2,24,0.025,0.03,1568,9, 09/30/2004
fibo,perl,2,32,0.025,0.03,1924,9, 09/30/2004
fibo,php, ,12,0.013,0.04,4200,7, 09/30/2004
fibo,php, ,24,0.463,0.49,3424,7, 09/30/2004
fibo,php, ,32,21.133,21.16,3432,7, 09/30/2004
fibo,pike, ,12,0.00700000000000001,0.13,4200,8, 09/30/2004
fibo,pike, ,24,0.067,0.19,3012,8, 09/30/2004
fibo,pike, ,32,2.977,3.10,3012,8, 09/30/2004
fibo,poly, ,12,-2,-2,-2,20, 09/30/2004
fibo,poly, ,24,-2,-2,-2,20, 09/30/2004
fibo,poly, ,32,-2,-2,-2,20, 09/30/2004
fibo,pop11, ,12,-2.01,-2,-2,15, 09/30/2004
fibo,pop11, ,24,-2.01,-2,-2,15, 09/30/2004
fibo,pop11, ,32,-2.01,-2,-2,15, 09/30/2004
fibo,poplisp, ,12,-2.039,-2,-2,6, 09/30/2004
fibo,poplisp, ,24,-2.039,-2,-2,6, 09/30/2004
fibo,poplisp, ,32,-2.039,-2,-2,6, 09/30/2004
fibo,psyco, ,12,-0.02,0.04,2780,10, 09/30/2004
fibo,psyco, ,24,-0.02,0.04,1604,10, 09/30/2004
fibo,psyco, ,32,0.21,0.27,2756,10, 09/30/2004
fibo,python, ,12,0.003,0.03,1680,9, 09/30/2004
fibo,python, ,24,0.123,0.15,2096,9, 09/30/2004
fibo,python, ,32,5.843,5.87,2104,9, 09/30/2004
fibo,ruby, ,12,-0.000999999999999999,0.01,4200,9, 09/30/2004
fibo,ruby, ,24,0.319,0.33,1600,9, 09/30/2004
fibo,ruby, ,32,14.659,14.67,1648,9, 09/30/2004
fibo,sablevm, ,12,0.033,0.12,2968,7, 09/30/2004
fibo,sablevm, ,24,0.073,0.16,2048,7, 09/30/2004
fibo,sablevm, ,32,1.633,1.72,4564,7, 09/30/2004
fibo,sbcl, ,12,-0.000999999999999994,0.05,3884,10, 09/30/2004
fibo,sbcl, ,24,-0.000999999999999994,0.05,4060,10, 09/30/2004
fibo,sbcl, ,32,0.169,0.22,10244,10, 09/30/2004
fibo,sbcl,2,12,-0.000999999999999994,0.05,3996,10, 09/30/2004
fibo,sbcl,2,24,0.009,0.06,3912,10, 09/30/2004
fibo,sbcl,2,32,0.179,0.23,10236,10, 09/30/2004
fibo,se, ,12,-0.002,0.00,0,25, 09/30/2004
fibo,se, ,24,-0.002,0.00,0,25, 09/30/2004
fibo,se, ,32,0.078,0.08,384,25, 09/30/2004
fibo,slang, ,12,0.006,0.01,4200,10, 09/30/2004
fibo,slang, ,24,0.136,0.14,836,10, 09/30/2004
fibo,slang, ,32,6.126,6.13,840,10, 09/30/2004
fibo,smlnj, ,12,0.004,0.06,4200,6, 09/30/2004
fibo,smlnj, ,24,0.014,0.07,3928,6, 09/30/2004
fibo,smlnj, ,32,0.154,0.21,2456,6, 09/30/2004
fibo,stalin, ,12,-0.002,0.00,0,15, 09/30/2004
fibo,stalin, ,24,0.008,0.01,0,15, 09/30/2004
fibo,stalin, ,32,0.068,0.07,660,15, 09/30/2004
fibo,tcl, ,12,0.001,0.01,4116,7, 09/30/2004
fibo,tcl, ,24,0.271,0.28,1352,7, 09/30/2004
fibo,tcl, ,32,13.051,13.06,1364,7, 09/30/2004
fibo,xemacs, ,12,-0.177,0.25,6280,0, 09/30/2004
fibo,xemacs, ,24,-0.107,0.32,6400,0, 09/30/2004
fibo,xemacs, ,32,2.883,3.31,6400,0, 09/30/2004
harmonic,bigloo, ,10000000,-2.004,-2,-2,10, 09/30/2004
harmonic,bigloo, ,6000000,-2.004,-2,-2,10, 09/30/2004
harmonic,bigloo, ,8000000,-2.004,-2,-2,10, 09/30/2004
harmonic,bigloo,2,10000000,-2.004,-2,-2,12, 09/30/2004
harmonic,bigloo,2,6000000,-2.004,-2,-2,12, 09/30/2004
harmonic,bigloo,2,8000000,-2.004,-2,-2,12, 09/30/2004
harmonic,chicken, ,10000000,1.773,1.78,1460,9, 09/30/2004
harmonic,chicken, ,6000000,1.063,1.07,1460,9, 09/30/2004
harmonic,chicken, ,8000000,1.413,1.42,1460,9, 09/30/2004
harmonic,clean, ,10000000,0.197,0.20,452,8, 09/30/2004
harmonic,clean, ,6000000,0.127,0.13,452,8, 09/30/2004
harmonic,clean, ,8000000,0.157,0.16,452,8, 09/30/2004
harmonic,cmucl, ,10000000,3.882,3.91,19732,11, 09/30/2004
harmonic,cmucl, ,6000000,2.312,2.34,19560,11, 09/30/2004
harmonic,cmucl, ,8000000,3.112,3.14,19632,11, 09/30/2004
harmonic,csharp, ,10000000,0.215,0.31,7448,8, 09/30/2004
harmonic,csharp, ,6000000,0.135,0.23,7448,8, 09/30/2004
harmonic,csharp, ,8000000,0.175,0.27,8928,8, 09/30/2004
harmonic,dlang, ,10000000,0.21,0.21,492,6, 09/30/2004
harmonic,dlang, ,6000000,0.13,0.13,492,6, 09/30/2004
harmonic,dlang, ,8000000,0.17,0.17,492,6, 09/30/2004
harmonic,erlang, ,10000000,1.58,1.80,4548,10, 09/30/2004
harmonic,erlang, ,6000000,0.94,1.16,5060,10, 09/30/2004
harmonic,erlang, ,8000000,1.25,1.47,5060,10, 09/30/2004
harmonic,erlang,2,10000000,1.58,1.80,5056,9, 09/30/2004
harmonic,erlang,2,6000000,0.94,1.16,5060,9, 09/30/2004
harmonic,erlang,2,8000000,1.25,1.47,4408,9, 09/30/2004
harmonic,g95, ,10000000,0.2,0.20,436,15, 09/30/2004
harmonic,g95, ,6000000,0.12,0.12,4088,15, 09/30/2004
harmonic,g95, ,8000000,0.16,0.16,436,15, 09/30/2004
harmonic,gcc, ,10000000,0.198,0.20,260,9, 09/30/2004
harmonic,gcc, ,6000000,0.118,0.12,260,9, 09/30/2004
harmonic,gcc, ,8000000,0.158,0.16,260,9, 09/30/2004
harmonic,gcl, ,10000000,7.213,7.24,66580,11, 09/30/2004
harmonic,gcl, ,6000000,4.513,4.54,48340,11, 09/30/2004
harmonic,gcl, ,8000000,5.743,5.77,58920,11, 09/30/2004
harmonic,gforth, ,10000000,0.888,0.90,5960,6, 09/30/2004
harmonic,gforth, ,6000000,0.538,0.55,5960,6, 09/30/2004
harmonic,gforth, ,8000000,0.708,0.72,5960,6, 09/30/2004
harmonic,ghc, ,10000000,0.557,0.56,704,8, 09/30/2004
harmonic,ghc, ,6000000,0.337,0.34,704,8, 09/30/2004
harmonic,ghc, ,8000000,0.437,0.44,704,8, 09/30/2004
harmonic,ghc,2,10000000,-2.003,-2,-2,8, 09/30/2004
harmonic,ghc,2,6000000,-2.003,-2,-2,8, 09/30/2004
harmonic,ghc,2,8000000,-2.003,-2,-2,8, 09/30/2004
harmonic,gnat, ,10000000,0.195,0.20,6188,14, 09/30/2004
harmonic,gnat, ,6000000,0.115,0.12,6188,14, 09/30/2004
harmonic,gnat, ,8000000,0.155,0.16,6188,14, 09/30/2004
harmonic,gpp, ,10000000,0.196,0.20,752,13, 09/30/2004
harmonic,gpp, ,6000000,0.116,0.12,752,13, 09/30/2004
harmonic,gpp, ,8000000,0.156,0.16,752,13, 09/30/2004
harmonic,guile, ,10000000,24.97,25.02,2116,8, 09/30/2004
harmonic,guile, ,6000000,14.98,15.03,2116,8, 09/30/2004
harmonic,guile, ,8000000,19.96,20.01,2116,8, 09/30/2004
harmonic,gwydion, ,10000000,-2.014,-2,-2,11, 09/30/2004
harmonic,gwydion, ,6000000,-2.014,-2,-2,11, 09/30/2004
harmonic,gwydion, ,8000000,-2.014,-2,-2,11, 09/30/2004
harmonic,icc, ,10000000,0.199,0.20,5276,9, 09/30/2004
harmonic,icc, ,6000000,0.119,0.12,5276,9, 09/30/2004
harmonic,icc, ,8000000,0.159,0.16,5276,9, 09/30/2004
harmonic,icpp, ,10000000,0.199,0.20,256,13, 09/30/2004
harmonic,icpp, ,6000000,0.119,0.12,256,13, 09/30/2004
harmonic,icpp, ,8000000,0.159,0.16,256,13, 09/30/2004
harmonic,ifc, ,10000000,0.162,0.17,6572,24, 09/30/2004
harmonic,ifc, ,6000000,0.092,0.10,6572,24, 09/30/2004
harmonic,ifc, ,8000000,0.122,0.13,6572,24, 09/30/2004
harmonic,java, ,10000000,0.284,0.45,14500,10, 09/30/2004
harmonic,java, ,6000000,0.204,0.37,14500,10, 09/30/2004
harmonic,java, ,8000000,0.244,0.41,14604,10, 09/30/2004
harmonic,lua, ,10000000,1.716,1.72,5996,4, 09/30/2004
harmonic,lua, ,6000000,1.006,1.01,5996,4, 09/30/2004
harmonic,lua, ,8000000,1.346,1.35,5996,4, 09/30/2004
harmonic,mlton, ,10000000,0.198,0.20,572,12, 09/30/2004
harmonic,mlton, ,6000000,0.118,0.12,572,12, 09/30/2004
harmonic,mlton, ,8000000,0.158,0.16,572,12, 09/30/2004
harmonic,oberon2, ,10000000,0.211,0.22,6324,14, 09/30/2004
harmonic,oberon2, ,6000000,0.121,0.13,6324,14, 09/30/2004
harmonic,oberon2, ,8000000,0.171,0.18,6324,14, 09/30/2004
harmonic,ocaml, ,10000000,0.198,0.20,5784,11, 09/30/2004
harmonic,ocaml, ,6000000,0.118,0.12,5788,11, 09/30/2004
harmonic,ocaml, ,8000000,0.158,0.16,5784,11, 09/30/2004
harmonic,ocamlb, ,10000000,4.475,4.48,6064,11, 09/30/2004
harmonic,ocamlb, ,6000000,2.685,2.69,6036,11, 09/30/2004
harmonic,ocamlb, ,8000000,3.585,3.59,6048,11, 09/30/2004
harmonic,oz, ,10000000,5.127,5.18,9628,66, 09/30/2004
harmonic,oz, ,6000000,3.067,3.12,8992,66, 09/30/2004
harmonic,oz, ,8000000,4.087,4.14,8880,66, 09/30/2004
harmonic,perl, ,10000000,6.325,6.33,6416,2, 09/30/2004
harmonic,perl, ,6000000,3.795,3.80,6416,2, 09/30/2004
harmonic,perl, ,8000000,5.055,5.06,6416,2, 09/30/2004
harmonic,php, ,10000000,25.283,25.31,8576,6, 09/30/2004
harmonic,php, ,6000000,15.153,15.18,8576,6, 09/30/2004
harmonic,php, ,8000000,20.143,20.17,8576,6, 09/30/2004
harmonic,poplisp, ,10000000,-2.039,-2,-2,11, 09/30/2004
harmonic,poplisp, ,6000000,-2.039,-2,-2,11, 09/30/2004
harmonic,poplisp, ,8000000,-2.039,-2,-2,11, 09/30/2004
harmonic,psyco, ,10000000,6.58,6.64,7912,8, 09/30/2004
harmonic,psyco, ,6000000,3.94,4.00,7980,8, 09/30/2004
harmonic,psyco, ,8000000,5.22,5.28,7912,8, 09/30/2004
harmonic,python, ,10000000,11.973,12.00,203848,5, 09/30/2004
harmonic,python, ,6000000,7.193,7.22,125220,5, 09/30/2004
harmonic,python, ,8000000,9.563,9.59,164536,5, 09/30/2004
harmonic,python,2,10000000,7.683,7.71,7292,2, 09/30/2004
harmonic,python,2,6000000,4.633,4.66,7316,2, 09/30/2004
harmonic,python,2,8000000,6.153,6.18,7292,2, 09/30/2004
harmonic,ruby, ,10000000,30.549,30.56,6632,4, 09/30/2004
harmonic,ruby, ,6000000,18.409,18.42,9272,4, 09/30/2004
harmonic,ruby, ,8000000,24.519,24.53,6632,4, 09/30/2004
harmonic,sbcl, ,10000000,0.169,0.22,10192,11, 09/30/2004
harmonic,sbcl, ,6000000,0.099,0.15,10192,11, 09/30/2004
harmonic,sbcl, ,8000000,0.139,0.19,3828,11, 09/30/2004
harmonic,se, ,10000000,0.198,0.20,5536,10, 09/30/2004
harmonic,se, ,6000000,0.118,0.12,5536,10, 09/30/2004
harmonic,se, ,8000000,0.158,0.16,5536,10, 09/30/2004
harmonic,smlnj, ,10000000,0.174,0.23,6412,7, 09/30/2004
harmonic,smlnj, ,6000000,0.104,0.16,6316,7, 09/30/2004
harmonic,smlnj, ,8000000,0.134,0.19,7584,7, 09/30/2004
harmonic,tcl, ,10000000,13.821,13.83,6552,6, 09/30/2004
harmonic,tcl, ,6000000,8.291,8.30,6552,6, 09/30/2004
harmonic,tcl, ,8000000,11.031,11.04,6552,6, 09/30/2004
hash,bigloo, ,100000,0.646,0.65,8512,22, 09/30/2004
hash,bigloo, ,40000,0.166,0.17,5160,22, 09/30/2004
hash,bigloo, ,60000,0.286,0.29,5492,22, 09/30/2004
hash,bigloo, ,80000,0.446,0.45,8512,22, 09/30/2004
hash,clean, ,100000,0.227,0.23,10224,68, 09/30/2004
hash,clean, ,40000,0.047,0.05,3908,68, 09/30/2004
hash,clean, ,60000,0.157,0.16,1528,68, 09/30/2004
hash,clean, ,80000,0.197,0.20,1460,68, 09/30/2004
hash,cmucl, ,100000,0.302,0.33,11632,24, 09/30/2004
hash,cmucl, ,40000,0.112,0.14,5304,24, 09/30/2004
hash,cmucl, ,60000,0.172,0.20,3800,24, 09/30/2004
hash,cmucl, ,80000,0.232,0.26,11428,24, 09/30/2004
hash,csharp, ,100000,0.795,0.89,19712,13, 09/30/2004
hash,csharp, ,40000,0.315,0.41,13128,13, 09/30/2004
hash,csharp, ,60000,0.495,0.59,13976,13, 09/30/2004
hash,csharp, ,80000,0.635,0.73,16060,13, 09/30/2004
hash,dlang, ,100000,0.37,0.37,4692,13, 09/30/2004
hash,dlang, ,40000,0.11,0.11,1024,13, 09/30/2004
hash,dlang, ,60000,0.19,0.19,988,13, 09/30/2004
hash,dlang, ,80000,0.25,0.25,4456,13, 09/30/2004
hash,elastic, ,100000,-2.007,-2,-2,0, 09/30/2004
hash,elastic, ,40000,-2.007,-2,-2,0, 09/30/2004
hash,elastic, ,60000,-2.007,-2,-2,0, 09/30/2004
hash,elastic, ,80000,-2.007,-2,-2,0, 09/30/2004
hash,erlang, ,100000,-2.22,-2,-2,21, 09/30/2004
hash,erlang, ,40000,-2.22,-2,-2,21, 09/30/2004
hash,erlang, ,60000,-2.22,-2,-2,21, 09/30/2004
hash,erlang, ,80000,-2.22,-2,-2,21, 09/30/2004
hash,felix, ,100000,42.816,42.82,5632,21, 09/30/2004
hash,felix, ,40000,7.276,7.28,2692,21, 09/30/2004
hash,felix, ,60000,15.986,15.99,3668,21, 09/30/2004
hash,felix, ,80000,27.836,27.84,4456,21, 09/30/2004
hash,fpascal, ,100000,1.009,1.01,52760,105, 09/30/2004
hash,fpascal, ,40000,0.689,0.69,36760,105, 09/30/2004
hash,fpascal, ,60000,0.789,0.79,42072,105, 09/30/2004
