name,lang,id,n,size(B),cpu(s),mem(KB),status,load,elapsed(s)
mandelbrot,csharp,2,16000,591,0.000,6544,-10,22%,0.458
mandelbrot,csc,2,16000,591,0.000,9616,-10,5%,0.960
mandelbrot,fsc,2,16000,1288,49.780,16632,0,97%,12.739
mandelbrot,csharp,3,16000,867,0.000,6892,-10,48%,0.195
mandelbrot,csc,3,16000,867,0.000,11888,-10,48%,0.126
mandelbrot,fsc,3,16000,975,0.000,15416,-10,17%,0.381
mandelbrot,java,3,16000,1100,48.080,112600,0,98%,12.170
mandelbrot,python,5,16000,535,0.000,0,-2,%,0.181
mandelbrot,java,6,16000,997,32.183,114740,0,98%,8.184
meteor,javaxint,1,2098,5217,6.864,77656,0,24%,6.941
meteor,java,1,2098,5217,0.905,81004,0,26%,0.821
meteor,python,1,2098,1519,14.711,3312,0,25%,14.729
meteor,javaxint,2,2098,5683,1.498,77768,0,24%,1.513
meteor,java,2,2098,5683,0.406,81832,0,33%,0.287
meteor,python,2,2098,1439,11.653,3340,0,25%,11.692
meteor,python,3,2098,1321,11.606,3712,0,24%,11.609
meteor,ipy,1,2098,1519,9.500,35364,0,24%,9.594
meteor,ipy,2,2098,1439,8.486,35668,0,24%,8.658
meteor,ipy,3,2098,1321,33.821,35796,0,24%,33.961
nbody,python,1,50000000,1329,1160.148,3220,0,25%,1161.964
nbody,javaxint,2,50000000,1540,311.768,77656,0,25%,312.007
nbody,java,2,50000000,1540,23.151,77716,0,24%,23.187
nbody,python,4,50000000,1238,1053.288,3236,0,25%,1054.591
nbody,csharp,1,50000000,1485,45.537,6788,0,24%,45.568
nbody,csc,1,50000000,1485,22.651,7596,0,24%,22.732
nbody,fsc,1,50000000,1361,25.179,12392,0,25%,25.195
nbody,ipy,1,50000000,1329,878.442,31588,0,25%,879.176
nbody,csharp,2,50000000,1494,36.411,6772,0,24%,36.439
nbody,csc,2,50000000,1494,22.917,7636,0,24%,22.952
nbody,csharp,3,50000000,1473,34.523,6808,0,24%,34.621
nbody,csc,3,50000000,1473,22.745,7696,0,24%,22.811
nbody,ipy,4,50000000,1238,873.855,31336,0,25%,874.575
pidigits,javaxint,1,10000,871,449.252,77648,0,25%,447.581
pidigits,java,1,10000,871,44.445,200672,0,25%,43.603
pidigits,python,1,10000,407,48.501,6976,0,24%,48.502
pidigits,javaxint,2,10000,1151,0.000,0,-2,%,0.136
pidigits,java,2,10000,1151,0.000,0,-2,%,0.114
pidigits,python,3,10000,611,0.000,0,-2,%,0.041
pidigits,javaxint,4,10000,2804,0.000,0,-2,%,0.136
pidigits,java,4,10000,2804,0.000,0,-2,%,0.137
pidigits,python,4,10000,350,0.000,0,-2,%,0.036
pidigits,python,5,10000,379,20.935,4008,0,24%,20.925
pidigits,fsc,1,10000,617,46.597,18328,0,24%,46.623
pidigits,ipy,1,10000,407,58.844,38560,0,24%,59.015
pidigits,csharp,2,10000,967,0.000,0,-11,%,0.029
pidigits,csc,2,10000,967,0.000,0,-2,%,0.000
pidigits,csharp,3,10000,1300,0.000,0,-2,%,0.075
pidigits,csc,3,10000,1300,0.000,0,-2,%,7.284
pidigits,fsc,3,10000,1108,0.000,0,-2,%,7.394
pidigits,ipy,3,10000,611,0.000,0,-2,%,1.256
pidigits,ipy,4,10000,350,0.000,0,-2,%,1.207
regexdna,python,1,5000000,578,26.255,470200,0,52%,12.431
regexdna,javaxint,2,5000000,1837,539.451,771824,0,74%,181.032
regexdna,java,2,5000000,1837,43.789,839116,0,75%,14.539
regexdna,python,5,5000000,454,25.241,208456,0,24%,25.349
regexdna,java,3,5000000,2174,8.330,339424,0,66%,3.135
regexdna,javaxint,4,5000000,1033,0.000,0,-2,%,324.172
regexdna,java,4,5000000,1033,29.375,644740,0,25%,28.962
regexdna,javaxint,5,5000000,1013,337.305,638160,0,58%,144.587
regexdna,java,5,5000000,1013,27.846,715484,0,63%,11.103
regexdna,csharp,1,5000000,751,0.000,0,-2,%,97.541
regexdna,csc,1,5000000,751,44.117,454056,0,24%,44.233
regexdna,fsc,1,5000000,796,0.000,0,-2,%,0.000
regexdna,ipy,1,5000000,418,0.000,0,-2,%,78.022
regexdna,csharp,2,5000000,719,0.000,0,-2,%,373.708
regexdna,csc,2,5000000,719,0.000,0,-2,%,568.285
regexdna,fsc,2,5000000,497,44.835,632416,0,24%,44.819
regexdna,ipy,2,5000000,414,0.000,0,-2,%,33.562
regexdna,csharp,3,5000000,759,0.000,0,-2,%,97.480
regexdna,csc,3,5000000,759,86.440,466960,0,24%,86.697
regexdna,csharp,4,5000000,776,69.186,563260,0,24%,69.367
regexdna,csc,4,5000000,776,37.924,257788,0,24%,38.020
regexdna,csharp,5,5000000,2168,608.295,540048,0,85%,177.794
regexdna,csc,5,5000000,2168,51.761,521128,0,63%,20.423
regexdna,csharp,6,5000000,718,148.217,688308,0,58%,63.860
regexdna,csc,6,5000000,718,82.337,509272,0,69%,29.935
revcomp,python,3,25000000,386,10.218,567484,0,13%,15.865
revcomp,java,1,25000000,573,2.028,575780,0,7%,4.412
revcomp,javaxint,4,25000000,706,25.288,496740,0,24%,25.568
revcomp,java,4,25000000,706,3.588,497432,0,22%,3.632
revcomp,csharp,1,25000000,1197,2.995,168616,0,22%,3.011
revcomp,csc,1,25000000,1197,2.059,148848,0,21%,2.095
revcomp,csharp,3,25000000,1015,9.376,223796,0,22%,9.447
revcomp,csc,3,25000000,1015,7.410,186836,0,20%,7.224
revcomp,ipy,3,25000000,386,0.000,0,-2,%,23.316
revcomp,python,5,25000000,429,7.535,567204,0,7%,19.795
spectralnorm,javaxint,1,5500,772,147.109,77648,0,25%,147.270
spectralnorm,java,1,5500,772,16.926,77668,0,24%,16.925
spectralnorm,python,1,5500,519,646.905,3520,0,25%,647.550
spectralnorm,javaxint,2,5500,1227,117.126,77656,0,97%,29.905
spectralnorm,java,2,5500,1227,15.912,77984,0,97%,4.071
spectralnorm,python,2,5500,389,0.000,0,-2,%,0.041
spectralnorm,python,4,5500,428,470.733,6396,0,25%,470.990
spectralnorm,python,5,5500,577,669.962,24760,0,99%,168.836
spectralnorm,python,6,5500,505,588.529,6400,0,25%,589.186
spectralnorm,python,7,5500,734,628.388,34388,0,98%,158.759
spectralnorm,csharp,1,5500,667,17.769,7140,0,24%,17.791
spectralnorm,csc,1,5500,667,16.146,8508,0,25%,16.182
spectralnorm,ipy,1,5500,519,522.822,36052,0,25%,523.400
spectralnorm,csharp,2,5500,1320,15.881,8860,0,97%,4.064
spectralnorm,csc,2,5500,1320,15.709,12008,0,98%,3.992
spectralnorm,fsc,2,5500,1075,15.756,15932,0,98%,4.008
spectralnorm,ipy,2,5500,389,0.000,0,-2,%,1.201
spectralnorm,fsc,3,5500,352,0.000,0,-2,%,0.000
spectralnorm,ipy,4,5500,428,574.536,33456,0,24%,574.927
spectralnorm,ipy,5,5500,577,0.000,0,-2,%,1.209
threadring,javaxint,2,50000000,841,36.816,77656,0,24%,36.831
threadring,java,2,50000000,841,5.413,77872,0,24%,5.411
threadring,python,2,50000000,442,349.333,28328,0,10%,396.982
threadring,javaxint,3,50000000,710,459.517,99624,0,12%,462.218
threadring,java,3,50000000,710,382.156,366828,0,9%,390.915
threadring,python,3,50000000,437,12.262,3176,0,25%,12.294
threadring,javaxint,4,50000000,1128,2400.060,113028,0,44%,1201.345
threadring,java,4,50000000,1128,160.634,116584,0,35%,87.118
threadring,javaxint,5,50000000,515,1654.110,113052,0,44%,816.901
threadring,java,5,50000000,515,71.729,119084,0,37%,36.876
threadring,javaxint,6,50000000,955,40.888,77768,0,25%,40.950
threadring,java,6,50000000,955,1.326,232516,0,24%,1.316
threadring,csharp,1,50000000,549,0.000,0,-12,%,0.000
threadring,csc,1,50000000,549,376.352,527816,0,11%,390.953
threadring,fsc,2,50000000,740,615.861,20592,0,90%,169.986
threadring,ipy,2,50000000,442,0.000,0,-2,%,1.265
threadring,fsc,3,50000000,464,16.474,12580,0,24%,16.529
